cohort	tree	framework	strategy	task	encoder	model	surv_loss	experiment_id	n_folds	n_fold_dirs	seed	elapsed_s	primary_metric	test_mean	test_std	test_ci_low	test_ci_high	val_mean	val_std	per_fold_test	per_fold_val	mtime	path
cptac_gbm	benchmark_5fold	abmil	standard	os	hoptimus1	abmil	cox	abmil__standard__os__hoptimus1__abmil__s42__cox	5	5	42	3334	c_index	0.5559711090517363	0.13917942580858914	0.44924304900813716	0.6618715968089147	0.5310204470452149	0.09999022070053382	[0.49056603773584906, 0.46060606060606063, 0.7046979865771812, 0.41721854304635764, 0.706766917293233]	[0.6176470588235294, 0.48717948717948717, 0.44, 0.6578947368421053, 0.4523809523809524]	1784810419	abmil/standard/os/hoptimus1/abmil/cox
cptac_gbm	benchmark_5fold	abmil	standard	os	hoptimus1	abmil	nllsurv	abmil__standard__os__hoptimus1__abmil__s42__nllsurv	5	5	42	3434	c_index	0.556257816713415	0.09243904785989163	0.4884038182651203	0.6313667516610606	0.5640638247201715	0.08534162262242163	[0.49056603773584906, 0.47878787878787876, 0.6845637583892618, 0.5033112582781457, 0.6240601503759399]	[0.6176470588235294, 0.5384615384615384, 0.48, 0.6842105263157895, 0.5]	1784810509	abmil/standard/os/hoptimus1/abmil/nllsurv
cptac_gbm	benchmark_5fold	abmil	standard	os	uni_v2	abmil	cox	abmil__standard__os__uni_v2__abmil__s42__cox	5	5	42	3288	c_index	0.5422333347704376	0.15168215969997517	0.42490990121128813	0.6590949001545964	0.5818359926966739	0.09341191060938847	[0.4968553459119497, 0.43636363636363634, 0.6711409395973155, 0.37748344370860926, 0.7293233082706767]	[0.5882352941176471, 0.5641025641025641, 0.52, 0.7368421052631579, 0.5]	1784810370	abmil/standard/os/uni_v2/abmil/cox
cptac_gbm	benchmark_5fold	abmil	standard	os	uni_v2	abmil	nllsurv	abmil__standard__os__uni_v2__abmil__s42__nllsurv	5	5	42	3496	c_index	0.5583770546234683	0.10758370537130975	0.479897235506382	0.6417581481634619	0.5494488710463943	0.0942403445185225	[0.4968553459119497, 0.45454545454545453, 0.7046979865771812, 0.4966887417218543, 0.6390977443609023]	[0.5882352941176471, 0.48717948717948717, 0.44, 0.6842105263157895, 0.5476190476190477]	1784810583	abmil/standard/os/uni_v2/abmil/nllsurv
cptac_gbm	benchmark_5fold	abmil	standard	os	virchow2	abmil	cox	abmil__standard__os__virchow2__abmil__s42__cox	5	5	42	3527	c_index	0.5629390104618888	0.13496521977166825	0.45818136380675434	0.6664185055983807	0.5907360709465973	0.15012606462378095	[0.5220125786163522, 0.46060606060606063, 0.7315436241610739, 0.423841059602649, 0.6766917293233082]	[0.5, 0.6153846153846154, 0.52, 0.8421052631578947, 0.47619047619047616]	1784810618	abmil/standard/os/virchow2/abmil/cox
cptac_gbm	benchmark_5fold	abmil	standard	os	virchow2	abmil	nllsurv	abmil__standard__os__virchow2__abmil__s42__nllsurv	5	5	42	3543	c_index	0.529418734363588	0.11616755373319809	0.44271110454791573	0.6212253024262915	0.5752595969561914	0.14867676125453994	[0.44025157232704404, 0.41818181818181815, 0.697986577181208, 0.4966887417218543, 0.5939849624060151]	[0.5588235294117647, 0.41025641025641024, 0.52, 0.8157894736842105, 0.5714285714285714]	1784810621	abmil/standard/os/virchow2/abmil/nllsurv
cptac_gbm	benchmark_5fold	abmil	standard	tp53	hoptimus1	abmil		abmil__standard__tp53__hoptimus1__abmil__s42	5	5	42	99	auc_roc	0.7681877378921569	0.0525109645129092	0.7285865301427037	0.8072569664692224	0.852857501975149	0.09823856616702599	[0.6979310344827586, 0.7437275985663082, 0.8264462809917354, 0.7596153846153846, 0.8132183908045977]	[0.8916666666666667, 1.0, 0.7582417582417583, 0.773109243697479, 0.8412698412698413]	1784807325	abmil/standard/tp53/hoptimus1/abmil
cptac_gbm	benchmark_5fold	abmil	standard	tp53	uni_v2	abmil		abmil__standard__tp53__uni_v2__abmil__s42	5	5	42	84	auc_roc	0.7080972466876501	0.04051340768184864	0.6770322029068111	0.7388609227489235	0.8298077820871939	0.09980323123206652	[0.6744827586206896, 0.7526881720430108, 0.674931129476584, 0.7516025641025641, 0.6867816091954023]	[0.8666666666666667, 0.9895833333333334, 0.7582417582417583, 0.7647058823529411, 0.7698412698412698]	1784807303	abmil/standard/tp53/uni_v2/abmil
cptac_gbm	benchmark_5fold	abmil	standard	tp53	virchow2	abmil		abmil__standard__tp53__virchow2__abmil__s42	5	5	42	171	auc_roc	0.7139651617413272	0.05997225371433233	0.6679327933221149	0.7599975301605395	0.834764598146951	0.12771650907465035	[0.7489655172413794, 0.6594982078853047, 0.7961432506887052, 0.655448717948718, 0.7097701149425287]	[0.9, 0.9791666666666666, 0.7582417582417582, 0.6554621848739496, 0.8809523809523809]	1784807420	abmil/standard/tp53/virchow2/abmil
cptac_gbm	benchmark_5fold	clam	standard	os	hoptimus1	clam_mb	nllsurv	clam__standard__os__hoptimus1__clam_mb__s42__nllsurv	5	5	42	0	c_index	0.5612257442632603	0.08470045467503393	0.4996997338119417	0.6286160638279363	0.5430282039941483	0.07840654042978877	[0.5094339622641509, 0.48484848484848486, 0.6778523489932886, 0.5099337748344371, 0.6240601503759399]	[0.5882352941176471, 0.5128205128205128, 0.48, 0.6578947368421053, 0.47619047619047616]	1784808627	clam/standard/os/hoptimus1/clam_mb/nllsurv
cptac_gbm	benchmark_5fold	clam	standard	os	uni_v2	clam_mb	nllsurv	clam__standard__os__uni_v2__clam_mb__s42__nllsurv	5	5	42	0	c_index	0.5482617014257009	0.10030333740240915	0.4752835868367544	0.6321131064471703	0.5469225552569206	0.06504189958123462	[0.49056603773584906, 0.4727272727272727, 0.6912751677852349, 0.47019867549668876, 0.6165413533834586]	[0.5882352941176471, 0.48717948717948717, 0.48, 0.631578947368421, 0.5476190476190477]	1784808647	clam/standard/os/uni_v2/clam_mb/nllsurv
cptac_gbm	benchmark_5fold	clam	standard	os	virchow2	clam_mb	nllsurv	clam__standard__os__virchow2__clam_mb__s42__nllsurv	5	5	42	0	c_index	0.5490187783812821	0.09713064314806825	0.47459437616339306	0.6234431805991711	0.46884809308338726	0.12604010180291683	[0.4779874213836478, 0.4303030303030303, 0.6711409395973155, 0.609271523178808, 0.556390977443609]	[0.6176470588235294, 0.358974358974359, 0.32, 0.5, 0.5476190476190477]	1784808918	clam/standard/os/virchow2/clam_mb/nllsurv
cptac_gbm	benchmark_5fold	clam	standard	tp53	hoptimus1	clam_mb		clam__standard__tp53__hoptimus1__clam_mb__s42	5	5	42	19045.49509559397	auc_roc	0.7474736777924158	0.04362032774337634	0.7135886787788901	0.7834217506631299	0.8755201824319471	0.12575059395652718	[0.6910344827586207, 0.7275985663082437, 0.743801652892562, 0.8076923076923077, 0.7672413793103449]	[0.9666666666666668, 0.9791666666666666, 0.6703296703296703, 0.8487394957983193, 0.9126984126984128]	1784826077	clam/standard/tp53/hoptimus1/clam_mb
cptac_gbm	benchmark_5fold	clam	standard	tp53	uni_v2	clam_mb		clam__standard__tp53__uni_v2__clam_mb__s42	5	5	42	20048.85517253203	auc_roc	0.7070378662359651	0.09098852477833479	0.6286463379880309	0.7753074712643676	0.8327134956546722	0.17735766642103912	[0.6620689655172415, 0.7634408602150538, 0.578512396694215, 0.717948717948718, 0.8132183908045978]	[0.95, 1.0, 0.5604395604395604, 0.7563025210084033, 0.8968253968253969]	1784827081	clam/standard/tp53/uni_v2/clam_mb
cptac_gbm	benchmark_5fold	clam	standard	tp53	virchow2	clam_mb		clam__standard__tp53__virchow2__clam_mb__s42	5	5	42	24838.696558165015	auc_roc	0.7433771245046905	0.041283763232470745	0.717328269183233	0.778397764722216	0.8173909179056238	0.18166083356642485	[0.743448275862069, 0.7078853046594983, 0.7327823691460055, 0.719551282051282, 0.8132183908045977]	[0.9, 0.9895833333333334, 0.6483516483516483, 0.5966386554621849, 0.9523809523809523]	1784831871	clam/standard/tp53/virchow2/clam_mb
cptac_gbm	benchmark_5fold	dtfd	standard	os	hoptimus1	dtfd_mil	nllsurv	dtfd__standard__os__hoptimus1__dtfd_mil__s42__nllsurv	5	5	42	3652	c_index	0.5478023522499356	0.09087095556370792	0.47635833532122424	0.6176013169507616	0.5371575545197836	0.08518569362313444	[0.4339622641509434, 0.47878787878787876, 0.6308724832214765, 0.5562913907284768, 0.6390977443609023]	[0.47058823529411764, 0.48717948717948717, 0.52, 0.6842105263157895, 0.5238095238095238]	1784810763	dtfd/standard/os/hoptimus1/dtfd_mil/nllsurv
cptac_gbm	benchmark_5fold	dtfd	standard	os	uni_v2	dtfd_mil	nllsurv	dtfd__standard__os__uni_v2__dtfd_mil__s42__nllsurv	5	5	42	3705	c_index	0.5244068076534726	0.07463578389034935	0.4660557842974839	0.5768857371997805	0.5165853547896891	0.06506880432793344	[0.5220125786163522, 0.4121212121212121, 0.5906040268456376, 0.5033112582781457, 0.5939849624060151]	[0.47058823529411764, 0.4358974358974359, 0.6, 0.5526315789473685, 0.5238095238095238]	1784810839	dtfd/standard/os/uni_v2/dtfd_mil/nllsurv
cptac_gbm	benchmark_5fold	dtfd	standard	os	virchow2	dtfd_mil	nllsurv	dtfd__standard__os__virchow2__dtfd_mil__s42__nllsurv	5	5	42	3881	c_index	0.573933543792616	0.08793466689017812	0.5101546011154908	0.6437256044320685	0.5475757720092085	0.1283590213891743	[0.48427672955974843, 0.503030303030303, 0.7046979865771812, 0.5761589403973509, 0.6015037593984962]	[0.5588235294117647, 0.4358974358974359, 0.48, 0.7631578947368421, 0.5]	1784811003	dtfd/standard/os/virchow2/dtfd_mil/nllsurv
cptac_gbm	benchmark_5fold	dtfd	standard	tp53	hoptimus1	dtfd_mil		dtfd__standard__tp53__hoptimus1__dtfd_mil__s42	5	5	42	304	auc_roc	0.7043425900062567	0.1477649362958714	0.5704481516393741	0.7850023354534478	0.8228984414278532	0.1393745184916822	[0.7572413793103449, 0.7992831541218638, 0.44352617079889806, 0.7371794871794872, 0.7844827586206896]	[0.8583333333333334, 1.0, 0.7692307692307692, 0.6218487394957983, 0.8650793650793651]	1784807524	dtfd/standard/tp53/hoptimus1/dtfd_mil
cptac_gbm	benchmark_5fold	dtfd	standard	tp53	uni_v2	dtfd_mil		dtfd__standard__tp53__uni_v2__dtfd_mil__s42	5	5	42	365	auc_roc	0.7065766175095228	0.042675675311573256	0.673476127320955	0.7433573269350396	0.8141481720893484	0.15206216998951377	[0.6537931034482759, 0.7706093189964158, 0.7024793388429753, 0.7163461538461537, 0.6896551724137931]	[0.8083333333333333, 1.0, 0.5934065934065934, 0.8991596638655461, 0.7698412698412698]	1784807587	dtfd/standard/tp53/uni_v2/dtfd_mil
cptac_gbm	benchmark_5fold	dtfd	standard	tp53	virchow2	dtfd_mil		dtfd__standard__tp53__virchow2__dtfd_mil__s42	5	5	42	451	auc_roc	0.798836310749396	0.029016601842882236	0.7750473032714413	0.8195685155733695	0.8786301443654384	0.14405983198508368	[0.8179310344827586, 0.8315412186379929, 0.7988980716253444, 0.7900641025641025, 0.7557471264367817]	[0.9666666666666668, 0.9791666666666666, 0.7582417582417582, 0.6890756302521008, 1.0]	1784807692	dtfd/standard/tp53/virchow2/dtfd_mil
cptac_gbm	benchmark_5fold	nnmil	standard	os	hoptimus1	simple_mil	cox	nnmil__standard__os__hoptimus1__simple_mil__s42__cox	5	5	42	9521.358421608107	c_index	0.3883674253339426	0.0811572277048579	0.3299816961561929	0.4593053818078644	0.6627852890143913	0.04848184442767912	[0.4276729559748428, 0.3575757575757576, 0.28859060402684567, 0.36423841059602646, 0.5037593984962406]	[0.5882352941176471, 0.6923076923076923, 0.68, 0.7105263157894737, 0.6428571428571429]	1784816559	nnmil/standard/os/hoptimus1/simple_mil/cox
cptac_gbm	benchmark_5fold	nnmil	standard	os	hoptimus1	simple_mil	nllsurv	nnmil__standard__os__hoptimus1__simple_mil__s42__nllsurv	5	5	42	9505.281657897984	c_index	0.5180129546697841	0.10329293334913883	0.4380455813918266	0.594997370668595	0.578731353270053	0.08997846955155944	[0.4528301886792453, 0.3939393939393939, 0.6375838926174496, 0.4966887417218543, 0.6090225563909775]	[0.5588235294117647, 0.6153846153846154, 0.44, 0.6842105263157895, 0.5952380952380952]	1784816543	nnmil/standard/os/hoptimus1/simple_mil/nllsurv
cptac_gbm	benchmark_5fold	nnmil	standard	os	uni_v2	simple_mil	cox	nnmil__standard__os__uni_v2__simple_mil__s42__cox	5	5	42	11437.485923784086	c_index	0.470891685499475	0.06162287084642482	0.4273333863437575	0.5173870575476552	0.46223010013722093	0.15052188064224048	[0.4779874213836478, 0.4121212121212121, 0.48322147651006714, 0.41721854304635764, 0.5639097744360902]	[0.5588235294117647, 0.28205128205128205, 0.36, 0.6578947368421053, 0.4523809523809524]	1784818475	nnmil/standard/os/uni_v2/simple_mil/cox
cptac_gbm	benchmark_5fold	nnmil	standard	os	uni_v2	simple_mil	nllsurv	nnmil__standard__os__uni_v2__simple_mil__s42__nllsurv	5	5	42	10286.751887518098	c_index	0.5370102946873032	0.09844438600787511	0.4620455208084847	0.6119750685661218	0.5316540219326596	0.17623451593073733	[0.46540880503144655, 0.41818181818181815, 0.6644295302013423, 0.543046357615894, 0.5939849624060151]	[0.8235294117647058, 0.38461538461538464, 0.4, 0.5263157894736842, 0.5238095238095238]	1784817324	nnmil/standard/os/uni_v2/simple_mil/nllsurv
cptac_gbm	benchmark_5fold	nnmil	standard	os	virchow2	simple_mil	cox	nnmil__standard__os__virchow2__simple_mil__s42__cox	5	5	42	11547.284675001982	c_index	0.5461432335098371	0.14661843206094355	0.4356311837606352	0.6567117841170652	0.49802660497397333	0.17070074393501894	[0.4088050314465409, 0.4484848484848485, 0.7181208053691275, 0.46357615894039733, 0.6917293233082706]	[0.5, 0.4358974358974359, 0.36, 0.7894736842105263, 0.40476190476190477]	1784818585	nnmil/standard/os/virchow2/simple_mil/cox
cptac_gbm	benchmark_5fold	nnmil	standard	os	virchow2	simple_mil	nllsurv	nnmil__standard__os__virchow2__simple_mil__s42__nllsurv	5	5	42	9565.736346016987	c_index	0.5198638279487676	0.13445473015029336	0.4494925009182163	0.641262766434084	0.5674471245988274	0.19945411072926172	[0.4528301886792453, 0.44242424242424244, 0.7583892617449665, 0.45695364238410596, 0.48872180451127817]	[0.47058823529411764, 0.41025641025641024, 0.4, 0.8421052631578947, 0.7142857142857143]	1784816603	nnmil/standard/os/virchow2/simple_mil/nllsurv
cptac_gbm	benchmark_5fold	nnmil	standard	tp53	hoptimus1	simple_mil		nnmil__standard__tp53__hoptimus1__simple_mil__s42	5	5	42	3549.6132964879507	auc_roc	0.6062053893792189	0.1438344246553151	0.48572362454008733	0.7100527981810213	0.7400592544710192	0.18385284971373356	[0.5489655172413793, 0.7258064516129032, 0.6446280991735538, 0.38461538461538464, 0.7270114942528735]	[0.7833333333333333, 0.9583333333333334, 0.5384615384615384, 0.5630252100840336, 0.8571428571428572]	1784810588	nnmil/standard/tp53/hoptimus1/simple_mil
cptac_gbm	benchmark_5fold	nnmil	standard	tp53	uni_v2	simple_mil		nnmil__standard__tp53__uni_v2__simple_mil__s42	5	5	42	2721.9672948729713	auc_roc	0.6348719256945569	0.12745602271012416	0.5411116104376292	0.7412490584886176	0.6522639696904402	0.20370846096955278	[0.5310344827586206, 0.7096774193548386, 0.5316804407713499, 0.5801282051282052, 0.8218390804597702]	[0.3583333333333333, 0.7604166666666667, 0.5384615384615384, 0.7310924369747899, 0.873015873015873]	1784809760	nnmil/standard/tp53/uni_v2/simple_mil
cptac_gbm	benchmark_5fold	nnmil	standard	tp53	virchow2	simple_mil		nnmil__standard__tp53__virchow2__simple_mil__s42	5	5	42	3395.6607700649183	auc_roc	0.5703573794605749	0.14068785778244405	0.4447684890866709	0.6587206558455421	0.6036866156719097	0.16612007717236338	[0.6855172413793104, 0.6541218637992832, 0.6143250688705234, 0.3317307692307693, 0.5660919540229885]	[0.8083333333333332, 0.7395833333333334, 0.5274725274725275, 0.40336134453781514, 0.5396825396825397]	1784810434	nnmil/standard/tp53/virchow2/simple_mil
cptac_gbm	benchmark_5fold	titan	standard	os	titan	titan	cox	titan__standard__os__titan__titan__s42__cox	5	5	42	72.55499315261841	c_index	0.4771775872192022	0.061431901708524854	0.4280021603653766	0.5235675719349605	0.5490458726000522	0.10520016273918993	[0.49056603773584906, 0.44242424242424244, 0.38926174496644295, 0.5298013245033113, 0.5338345864661654]	[0.38235294117647056, 0.5897435897435898, 0.52, 0.6578947368421053, 0.5952380952380952]	1785115675	titan/standard/os/titan/titan/cox
cptac_gbm	benchmark_5fold	titan	standard	os	titan	titan	nllsurv	titan__standard__os__titan__titan__s42__nllsurv	5	5	42	62.037235260009766	c_index	0.5192326977138757	0.13105082274999091	0.42165642022943856	0.6372894625668256	0.443360845552796	0.06122463545015582	[0.4779874213836478, 0.4909090909090909, 0.3624161073825503, 0.543046357615894, 0.7218045112781954]	[0.4117647058823529, 0.358974358974359, 0.52, 0.47368421052631576, 0.4523809523809524]	1785115738	titan/standard/os/titan/titan/nllsurv
cptac_gbm	benchmark_5fold	titan	standard	tp53	titan	titan		titan__standard__tp53__titan__titan__s42	5	5	42	89.91463708877563	auc_roc	0.7899647297904957	0.07585407428731712	0.7294422052517991	0.8487783957483626	0.8387693923723336	0.14456922709636466	[0.8910344827586207, 0.8207885304659498, 0.7988980716253443, 0.6891025641025641, 0.75]	[0.7166666666666667, 0.9270833333333334, 0.6593406593406593, 0.8907563025210083, 1.0]	1785115830	titan/standard/tp53/titan/titan
cptac_pdac	benchmark_5fold	abmil	standard	immune_class	hoptimus1	abmil		abmil__standard__immune_class__hoptimus1__abmil__s42	5	5	42	104	auc_roc	0.5411979351697302	0.0561212803177301	0.5009554565333396	0.5889901908891388	0.7778968644132332	0.11140500250446293	[0.5064849624060151, 0.6255197879170048, 0.561906628288665, 0.532326945929887, 0.47975135130707885]	[0.7992916570815121, 0.6676587301587302, 0.8544817927170868, 0.6593390040758461, 0.9087131380329909]	1784807917	abmil/standard/immune_class/hoptimus1/abmil
cptac_pdac	benchmark_5fold	abmil	standard	immune_class	uni_v2	abmil		abmil__standard__immune_class__uni_v2__abmil__s42	5	5	42	64	auc_roc	0.5404030486921895	0.07346156778461108	0.48330611081077135	0.5974999865736075	0.6755764039773775	0.09389330343187245	[0.514011170399116, 0.6163974697497784, 0.4627347363906504, 0.4885249554367201, 0.6203469114846824]	[0.8031784372364082, 0.539021164021164, 0.6903361344537814, 0.6797261472318681, 0.6656201369436663]	1784807860	abmil/standard/immune_class/uni_v2/abmil
cptac_pdac	benchmark_5fold	abmil	standard	immune_class	virchow2	abmil		abmil__standard__immune_class__virchow2__abmil__s42	5	5	42	122	auc_roc	0.5607416662729756	0.05192947601702433	0.5163965672741764	0.6028960324715842	0.7400997170483307	0.06001269383266682	[0.6283086749130892, 0.552117727892554, 0.5774364097260998, 0.48414289958407614, 0.561702619249059]	[0.7765484817115252, 0.7027116402116403, 0.7976190476190476, 0.6536264185005604, 0.7699929971988796]	1784807957	abmil/standard/immune_class/virchow2/abmil
cptac_pdac	benchmark_5fold	abmil	standard	os	hoptimus1	abmil	cox	abmil__standard__os__hoptimus1__abmil__s42__cox	5	5	42	3298	c_index	0.5263296264740541	0.07151827507180464	0.47143248175182484	0.5812267711962834	0.5699883049596771	0.17897599204304704	[0.5773809523809523, 0.55625, 0.43795620437956206, 0.5975609756097561, 0.4625]	[0.6222222222222222, 0.2653061224489796, 0.6170212765957447, 0.7407407407407407, 0.6046511627906976]	1784811019	abmil/standard/os/hoptimus1/abmil/cox
cptac_pdac	benchmark_5fold	abmil	standard	os	hoptimus1	abmil	nllsurv	abmil__standard__os__hoptimus1__abmil__s42__nllsurv	5	5	42	3158	c_index	0.5410460061717406	0.09800844720019548	0.4709334757581153	0.6235670731707317	0.5414263984773633	0.15101005332995585	[0.4583333333333333, 0.575, 0.45985401459854014, 0.5182926829268293, 0.69375]	[0.5555555555555556, 0.2857142857142857, 0.6595744680851063, 0.6481481481481481, 0.5581395348837209]	1784810883	abmil/standard/os/hoptimus1/abmil/nllsurv
cptac_pdac	benchmark_5fold	abmil	standard	os	uni_v2	abmil	cox	abmil__standard__os__uni_v2__abmil__s42__cox	5	5	42	3192	c_index	0.5472606437091482	0.05560215873109061	0.5064507299270072	0.5893205574912892	0.5100786563457095	0.19753739282428964	[0.6071428571428571, 0.525, 0.48175182481751827, 0.6036585365853658, 0.51875]	[0.5111111111111111, 0.1836734693877551, 0.6170212765957447, 0.7037037037037037, 0.5348837209302325]	1784810907	abmil/standard/os/uni_v2/abmil/cox
cptac_pdac	benchmark_5fold	abmil	standard	os	uni_v2	abmil	nllsurv	abmil__standard__os__uni_v2__abmil__s42__nllsurv	5	5	42	3105	c_index	0.5561133400306891	0.03025262988609734	0.5328825941338794	0.5819642857142857	0.5538417291156388	0.1343804204732971	[0.6011904761904762, 0.54375, 0.5182481751824818, 0.5548780487804879, 0.5625]	[0.5555555555555556, 0.3469387755102041, 0.5531914893617021, 0.5925925925925926, 0.7209302325581395]	1784810825	abmil/standard/os/uni_v2/abmil/nllsurv
cptac_pdac	benchmark_5fold	abmil	standard	os	virchow2	abmil	cox	abmil__standard__os__virchow2__abmil__s42__cox	5	5	42	3361	c_index	0.5311042159430979	0.06861495540608488	0.47825663165390775	0.582697662601626	0.5973226323901378	0.13719091630120825	[0.6011904761904762, 0.58125, 0.4744525547445255, 0.5548780487804879, 0.44375]	[0.6666666666666666, 0.3673469387755102, 0.6808510638297872, 0.5740740740740741, 0.6976744186046512]	1784811086	abmil/standard/os/virchow2/abmil/cox
cptac_pdac	benchmark_5fold	abmil	standard	os	virchow2	abmil	nllsurv	abmil__standard__os__virchow2__abmil__s42__nllsurv	5	5	42	3334	c_index	0.5500868854752154	0.07198193423237288	0.4915193672270403	0.6003571428571429	0.6556095015938093	0.10193634586188645	[0.6071428571428571, 0.55, 0.43795620437956206, 0.5365853658536586, 0.61875]	[0.6222222222222222, 0.5306122448979592, 0.723404255319149, 0.6111111111111112, 0.7906976744186046]	1784811056	abmil/standard/os/virchow2/abmil/nllsurv
cptac_pdac	benchmark_5fold	clam	standard	immune_class	hoptimus1	clam_mb		clam__standard__immune_class__hoptimus1__clam_mb__s42	5	5	42	22065.611896447954	auc_roc	0.5398430681447344	0.06970236009647064	0.48584432046069426	0.5919086638747746	0.6496547846027083	0.06451241424962083	[0.5851459967122107, 0.6259495067211702, 0.5041134843791392, 0.4466540404040404, 0.5373523125071112]	[0.6686651713825627, 0.6554232804232805, 0.6324929971988795, 0.5566016321165063, 0.7350908418923124]	1784829734	clam/standard/immune_class/hoptimus1/clam_mb
cptac_pdac	benchmark_5fold	clam	standard	immune_class	uni_v2	clam_mb		clam__standard__immune_class__uni_v2__clam_mb__s42	5	5	42	22065.23350945802	auc_roc	0.5516841861859589	0.06011059378693096	0.5018285811432888	0.5984497484452959	0.669816612143347	0.07046022240519058	[0.5136574635513514, 0.6115807319159628, 0.47439852882610634, 0.5484811348781937, 0.6103030717581801]	[0.7613727858293076, 0.5892857142857143, 0.6088235294117647, 0.6981371539723943, 0.6914638772175538]	1784829734	clam/standard/immune_class/uni_v2/clam_mb
cptac_pdac	benchmark_5fold	clam	standard	immune_class	virchow2	clam_mb		clam__standard__immune_class__virchow2__clam_mb__s42	5	5	42	22992.90418161801	auc_roc	0.5814473091787999	0.06369834879997535	0.5323727377174563	0.6324060297393714	0.7177475814739129	0.08311074529972415	[0.6647195946856388, 0.5125725154504409, 0.5620730711179794, 0.5383058526440879, 0.6295655119958525]	[0.7928073000536768, 0.5770502645502645, 0.73109243697479, 0.7258033897621998, 0.7619845160286337]	1784830661	clam/standard/immune_class/virchow2/clam_mb
cptac_pdac	benchmark_5fold	clam	standard	os	hoptimus1	clam_mb	nllsurv	clam__standard__os__hoptimus1__clam_mb__s42__nllsurv	5	5	42	0	c_index	0.5357475923429724	0.10939910300123712	0.46801949015319144	0.6398780487804878	0.5426139294026479	0.14781759419567703	[0.47023809523809523, 0.51875, 0.45255474452554745, 0.5121951219512195, 0.725]	[0.5555555555555556, 0.2857142857142857, 0.5957446808510638, 0.6481481481481481, 0.627906976744186]	1784809046	clam/standard/os/hoptimus1/clam_mb/nllsurv
cptac_pdac	benchmark_5fold	clam	standard	os	uni_v2	clam_mb	nllsurv	clam__standard__os__uni_v2__clam_mb__s42__nllsurv	5	5	42	0	c_index	0.5584920458302601	0.02954787495188279	0.5328193430656933	0.5779616724738676	0.5751923996823975	0.09209683006198169	[0.5892857142857143, 0.55625, 0.5109489051094891, 0.5609756097560976, 0.575]	[0.4888888888888889, 0.5306122448979592, 0.5106382978723404, 0.6481481481481481, 0.6976744186046512]	1784809034	clam/standard/os/uni_v2/clam_mb/nllsurv
cptac_pdac	benchmark_5fold	clam	standard	os	virchow2	clam_mb	nllsurv	clam__standard__os__virchow2__clam_mb__s42__nllsurv	5	5	42	0	c_index	0.5694954835236569	0.07021439704093431	0.5056989941249778	0.6185419207317073	0.6383330360017998	0.09761694480702446	[0.6011904761904762, 0.60625, 0.45985401459854014, 0.5426829268292683, 0.6375]	[0.6444444444444445, 0.4897959183673469, 0.7021276595744681, 0.6111111111111112, 0.7441860465116279]	1784809457	clam/standard/os/virchow2/clam_mb/nllsurv
cptac_pdac	benchmark_5fold	dtfd	standard	immune_class	hoptimus1	dtfd_mil		dtfd__standard__immune_class__hoptimus1__dtfd_mil__s42	5	5	42	294	auc_roc	0.5178648367988892	0.06880356693010305	0.46112532066342116	0.571274451173083	0.7315377498979626	0.043505770756134744	[0.4880821004123212, 0.6055250112176108, 0.4219431270348411, 0.5220588235294118, 0.551715121800261]	[0.7401632351813512, 0.708664021164021, 0.7788515406162465, 0.6692439563148945, 0.7607659962133001]	1784808115	dtfd/standard/immune_class/hoptimus1/dtfd_mil
cptac_pdac	benchmark_5fold	dtfd	standard	immune_class	uni_v2	dtfd_mil		dtfd__standard__immune_class__uni_v2__dtfd_mil__s42	5	5	42	278	auc_roc	0.5100401269392414	0.06025548421623427	0.4627012624612411	0.5543527202895712	0.7133449716805906	0.04897658142800108	[0.49241922009324385, 0.4577063506222266, 0.5812631531796617, 0.4528371954842543, 0.5659747153168205]	[0.7868884671420903, 0.6881613756613757, 0.734733893557423, 0.6966643492959282, 0.6602767727461355]	1784808082	dtfd/standard/immune_class/uni_v2/dtfd_mil
cptac_pdac	benchmark_5fold	dtfd	standard	immune_class	virchow2	dtfd_mil		dtfd__standard__immune_class__virchow2__dtfd_mil__s42	5	5	42	333	auc_roc	0.5786117568337765	0.06283595706362266	0.5302058535731844	0.6251498863896499	0.7297903663694539	0.05773258649653865	[0.620253590966664, 0.6227339203303783, 0.5159847414749376, 0.5041035353535354, 0.6299829960433676]	[0.7806485315543287, 0.6752645502645502, 0.8028011204481792, 0.690772241573157, 0.6994653880070546]	1784808159	dtfd/standard/immune_class/virchow2/dtfd_mil
cptac_pdac	benchmark_5fold	dtfd	standard	os	hoptimus1	dtfd_mil	nllsurv	dtfd__standard__os__hoptimus1__dtfd_mil__s42__nllsurv	5	5	42	3506	c_index	0.5365799931330909	0.07815426219319438	0.4725927668557186	0.59625	0.6274267507871805	0.10658575400027376	[0.5892857142857143, 0.5625, 0.4306569343065693, 0.4817073170731707, 0.61875]	[0.5777777777777777, 0.7959183673469388, 0.5106382978723404, 0.6481481481481481, 0.6046511627906976]	1784811247	dtfd/standard/os/hoptimus1/dtfd_mil/nllsurv
